Tree Label,Sackin Index,Colless Index
ASTRAL-Pro3,11.67032967032967,N/A
IQ-Tree,11.032967032967033,N/A
TreeQMC,7.483516483516484,N/A
Weighted_ASTRAL,12.659340659340659,N/A
