Tree Pair,RF Distance,Max RF,Normalized RF,Common Leaves,Unique Partitions T1,Unique Partitions T2
ASTRAL-Pro3 vs IQ-Tree,28,176,0.1590909090909091,"{'Agrahami__LakeMagadi__Ag2630', 'Oshiranuschilwae__MalawiBUaquarium__OR1A2', 'Oshiranus__Lituhu__T8H6', 'Oesculentus__LakeRukwa__T10F04', 'Ovariabilis__MakobeIsland__396', 'Oniloticus__Malimbe__V79', 'Orukwaensis__LakeRukwa__24-2012', 'Oshiranus__LakeIlamba__142A', 'Okaromo__LakeNyamagoma__206', 'Orovumae__Rovuma__83-2013', 'Ourolepis__LakeLugongwe__T2J5', 'Osquamipinnis__LakeKingiri__94B', 'Goldenchambo__LakeIkapu__G7B3', 'Oshiranus__Metangula__RB10-A251', 'Oaureus1', 'Ohunteri__LakeChala__G2-K2G3', 'Okaromo__LakeNyamagoma__207', 'Osquamipinnis__LakeMalawi__D14-J06', 'Oleucostictus__Malimbe__V56', 'Ourolepis__Ifakara__T9J4', 'Ochungruruensis__LakeKiungululu__300', 'Oshiranus__LakeKingiri__373', 'Ospilurus1', 'Okorogwe__Nambawala__T3J4', 'Osquamipinnis__LakeMassoko__221A', 'Sgalilaeus__LakeAlbert__U2B2', 'Oesculentus__LakeRukwa__T10E03', 'Omalagarasi__Uvinza__131', 'Oshiranus__Salima__409A', 'Oplacidus__Mozambique__AC13-A128', 'Sgalilaeus__LakeAlbert__U1B1', 'Oshiranus__Lituhu__T8H7', 'Ojipe__NyumbayaMunga__P2G6', 'Mzebra2', 'Osquamipinnis__LakeMalawi__D14-J04', 'Ogirigan__LakeKumba__P1E1', 'Okarongae__MbambaBay__OR1A3', 'Oshiranus__LakeIlamba__152', 'Oplacidus__Nambuti__73D', 'Osquamipinnis__LakeKingiri__94A', 'Ovariabilis__MakobeIsland__395', 'Oamphimelas__LakeSulungali__T9F4', 'Oshiranus__Salima__411B', 'Oamphimelas__LakeManyara__P3H2', 'Orovumae__LakeChidya__141D', 'Oleucostictus__LakeAlbert__U7L7', 'Ourolepis__Kilombero__F3', 'Ourolepis__Ifakara__T9J7', 'Mzebra1', 'Oleucostictus__LakeAlbert__U3L3', 'Oplacidus__Mozambique__AC13-A158', 'Osquamipinnis__LakeIlamba__120B', 'Oplacidus__NamiungoRiver__122A', 'Omossambicus__SouthAfrica__RB09-059', 'Omtera__MteraDam__T9I4', 'Ourolepis__WamiRiver__14_1E1', 'Orovumae__LakeChidya__141A', 'Oamphimelas__LakeSulungali__T9F2', 'Otanganicae__Katanga__41', 'Ojipe__NyumbayaMunga__P2G3', 'Orukwaensis__LakeRukwa__T10D02', 'Otanganicae__Katanga__42', 'Ochungruruensis__LakeKiungululu__3D9', 'Agrahami__LakeMagadi__Ag2638', 'Ourolepis__Kilombero__F4', 'Omtera__MteraReservoir__14_1G1', 'Omacrochir__Angola__RB12-A050', 'Okorogwe__MlinganoDam__P4B1', 'Goldenchambo__LakeIkapu__G7B1', 'Omossambicus__Mozambique__C13', 'Oplacidus__NamiungoRiver__123B', 'Okorogwe__Nambawala__T3J6', 'Okorogwe__MlinganoDam__P4B2', 'Ohunteri__LakeChala__G1-K2G2', 'Ogirigan__LakeJipe__P3C5', 'Omalagarasi__Uvinza__130', 'Oniloticus__LakeAlbert__U3A3', 'Ourolepis__Mbuyunipool__T6A8', 'Ourolepis__ZanzibarSite4__Z1D7', 'Oniloticus__Malimbe__V77', 'Oshiranus__LakeKingiri__97A', 'Ourolepis__ZanzibarSite3__Z1B9', 'Oaureus2', 'Oamphimelas__LakeManyara__P3H1', 'Ourolepis__LakeLugongwe__T3D1', 'Oesculentus__Malimbe__V71', 'Oleucostictus__Malimbe__V46', 'Oesculentus__Malimbe__MG340', 'Omacrochir__Zambia__CFH11-078', 'Oniloticus__LakeAlbert__U1A1', 'Oplacidus__Nambuti__73C'}",180,180
ASTRAL-Pro3 vs TreeQMC,14,176,0.07954545454545454,"{'Agrahami__LakeMagadi__Ag2630', 'Oshiranuschilwae__MalawiBUaquarium__OR1A2', 'Oshiranus__Lituhu__T8H6', 'Oesculentus__LakeRukwa__T10F04', 'Ovariabilis__MakobeIsland__396', 'Oniloticus__Malimbe__V79', 'Orukwaensis__LakeRukwa__24-2012', 'Oshiranus__LakeIlamba__142A', 'Okaromo__LakeNyamagoma__206', 'Orovumae__Rovuma__83-2013', 'Ourolepis__LakeLugongwe__T2J5', 'Osquamipinnis__LakeKingiri__94B', 'Goldenchambo__LakeIkapu__G7B3', 'Oshiranus__Metangula__RB10-A251', 'Oaureus1', 'Ohunteri__LakeChala__G2-K2G3', 'Okaromo__LakeNyamagoma__207', 'Osquamipinnis__LakeMalawi__D14-J06', 'Oleucostictus__Malimbe__V56', 'Ourolepis__Ifakara__T9J4', 'Ochungruruensis__LakeKiungululu__300', 'Oshiranus__LakeKingiri__373', 'Ospilurus1', 'Okorogwe__Nambawala__T3J4', 'Osquamipinnis__LakeMassoko__221A', 'Sgalilaeus__LakeAlbert__U2B2', 'Oesculentus__LakeRukwa__T10E03', 'Omalagarasi__Uvinza__131', 'Oshiranus__Salima__409A', 'Oplacidus__Mozambique__AC13-A128', 'Oshiranus__Lituhu__T8H7', 'Sgalilaeus__LakeAlbert__U1B1', 'Ojipe__NyumbayaMunga__P2G6', 'Mzebra2', 'Osquamipinnis__LakeMalawi__D14-J04', 'Ogirigan__LakeKumba__P1E1', 'Okarongae__MbambaBay__OR1A3', 'Oplacidus__Nambuti__73D', 'Oshiranus__LakeIlamba__152', 'Osquamipinnis__LakeKingiri__94A', 'Ovariabilis__MakobeIsland__395', 'Oamphimelas__LakeSulungali__T9F4', 'Oshiranus__Salima__411B', 'Oamphimelas__LakeManyara__P3H2', 'Orovumae__LakeChidya__141D', 'Oleucostictus__LakeAlbert__U7L7', 'Ourolepis__Kilombero__F3', 'Ourolepis__Ifakara__T9J7', 'Mzebra1', 'Oleucostictus__LakeAlbert__U3L3', 'Oplacidus__Mozambique__AC13-A158', 'Osquamipinnis__LakeIlamba__120B', 'Oplacidus__NamiungoRiver__122A', 'Omossambicus__SouthAfrica__RB09-059', 'Omtera__MteraDam__T9I4', 'Ourolepis__WamiRiver__14_1E1', 'Orovumae__LakeChidya__141A', 'Oamphimelas__LakeSulungali__T9F2', 'Otanganicae__Katanga__41', 'Ojipe__NyumbayaMunga__P2G3', 'Orukwaensis__LakeRukwa__T10D02', 'Otanganicae__Katanga__42', 'Ochungruruensis__LakeKiungululu__3D9', 'Agrahami__LakeMagadi__Ag2638', 'Ourolepis__Kilombero__F4', 'Omtera__MteraReservoir__14_1G1', 'Omacrochir__Angola__RB12-A050', 'Okorogwe__MlinganoDam__P4B1', 'Goldenchambo__LakeIkapu__G7B1', 'Omossambicus__Mozambique__C13', 'Oplacidus__NamiungoRiver__123B', 'Okorogwe__Nambawala__T3J6', 'Okorogwe__MlinganoDam__P4B2', 'Ohunteri__LakeChala__G1-K2G2', 'Ogirigan__LakeJipe__P3C5', 'Omalagarasi__Uvinza__130', 'Oniloticus__LakeAlbert__U3A3', 'Ourolepis__Mbuyunipool__T6A8', 'Ourolepis__ZanzibarSite4__Z1D7', 'Oniloticus__Malimbe__V77', 'Oshiranus__LakeKingiri__97A', 'Ourolepis__ZanzibarSite3__Z1B9', 'Oamphimelas__LakeManyara__P3H1', 'Oaureus2', 'Ourolepis__LakeLugongwe__T3D1', 'Oesculentus__Malimbe__V71', 'Oleucostictus__Malimbe__V46', 'Oesculentus__Malimbe__MG340', 'Omacrochir__Zambia__CFH11-078', 'Oniloticus__LakeAlbert__U1A1', 'Oplacidus__Nambuti__73C'}",180,180
ASTRAL-Pro3 vs Weighted_ASTRAL,12,176,0.06818181818181818,"{'Agrahami__LakeMagadi__Ag2630', 'Oshiranuschilwae__MalawiBUaquarium__OR1A2', 'Oshiranus__Lituhu__T8H6', 'Oesculentus__LakeRukwa__T10F04', 'Ovariabilis__MakobeIsland__396', 'Oniloticus__Malimbe__V79', 'Orukwaensis__LakeRukwa__24-2012', 'Oshiranus__LakeIlamba__142A', 'Okaromo__LakeNyamagoma__206', 'Orovumae__Rovuma__83-2013', 'Ourolepis__LakeLugongwe__T2J5', 'Osquamipinnis__LakeKingiri__94B', 'Goldenchambo__LakeIkapu__G7B3', 'Oshiranus__Metangula__RB10-A251', 'Oaureus1', 'Ohunteri__LakeChala__G2-K2G3', 'Okaromo__LakeNyamagoma__207', 'Osquamipinnis__LakeMalawi__D14-J06', 'Oleucostictus__Malimbe__V56', 'Ourolepis__Ifakara__T9J4', 'Ochungruruensis__LakeKiungululu__300', 'Oshiranus__LakeKingiri__373', 'Ospilurus1', 'Okorogwe__Nambawala__T3J4', 'Osquamipinnis__LakeMassoko__221A', 'Sgalilaeus__LakeAlbert__U2B2', 'Oesculentus__LakeRukwa__T10E03', 'Omalagarasi__Uvinza__131', 'Oshiranus__Salima__409A', 'Oplacidus__Mozambique__AC13-A128', 'Sgalilaeus__LakeAlbert__U1B1', 'Ojipe__NyumbayaMunga__P2G6', 'Oshiranus__Lituhu__T8H7', 'Mzebra2', 'Osquamipinnis__LakeMalawi__D14-J04', 'Ogirigan__LakeKumba__P1E1', 'Okarongae__MbambaBay__OR1A3', 'Oplacidus__Nambuti__73D', 'Oshiranus__LakeIlamba__152', 'Osquamipinnis__LakeKingiri__94A', 'Ovariabilis__MakobeIsland__395', 'Oamphimelas__LakeSulungali__T9F4', 'Oshiranus__Salima__411B', 'Oamphimelas__LakeManyara__P3H2', 'Orovumae__LakeChidya__141D', 'Oleucostictus__LakeAlbert__U7L7', 'Ourolepis__Kilombero__F3', 'Ourolepis__Ifakara__T9J7', 'Mzebra1', 'Oleucostictus__LakeAlbert__U3L3', 'Oplacidus__Mozambique__AC13-A158', 'Osquamipinnis__LakeIlamba__120B', 'Oplacidus__NamiungoRiver__122A', 'Omossambicus__SouthAfrica__RB09-059', 'Omtera__MteraDam__T9I4', 'Ourolepis__WamiRiver__14_1E1', 'Orovumae__LakeChidya__141A', 'Oamphimelas__LakeSulungali__T9F2', 'Otanganicae__Katanga__41', 'Ojipe__NyumbayaMunga__P2G3', 'Orukwaensis__LakeRukwa__T10D02', 'Otanganicae__Katanga__42', 'Ochungruruensis__LakeKiungululu__3D9', 'Agrahami__LakeMagadi__Ag2638', 'Ourolepis__Kilombero__F4', 'Omtera__MteraReservoir__14_1G1', 'Omacrochir__Angola__RB12-A050', 'Okorogwe__MlinganoDam__P4B1', 'Goldenchambo__LakeIkapu__G7B1', 'Omossambicus__Mozambique__C13', 'Oplacidus__NamiungoRiver__123B', 'Okorogwe__Nambawala__T3J6', 'Okorogwe__MlinganoDam__P4B2', 'Ohunteri__LakeChala__G1-K2G2', 'Ogirigan__LakeJipe__P3C5', 'Omalagarasi__Uvinza__130', 'Oniloticus__LakeAlbert__U3A3', 'Ourolepis__Mbuyunipool__T6A8', 'Ourolepis__ZanzibarSite4__Z1D7', 'Oniloticus__Malimbe__V77', 'Oshiranus__LakeKingiri__97A', 'Ourolepis__ZanzibarSite3__Z1B9', 'Oamphimelas__LakeManyara__P3H1', 'Oaureus2', 'Ourolepis__LakeLugongwe__T3D1', 'Oesculentus__Malimbe__V71', 'Oleucostictus__Malimbe__V46', 'Oesculentus__Malimbe__MG340', 'Omacrochir__Zambia__CFH11-078', 'Oniloticus__LakeAlbert__U1A1', 'Oplacidus__Nambuti__73C'}",180,180
IQ-Tree vs TreeQMC,28,176,0.1590909090909091,"{'Agrahami__LakeMagadi__Ag2630', 'Oshiranuschilwae__MalawiBUaquarium__OR1A2', 'Oshiranus__Lituhu__T8H6', 'Oesculentus__LakeRukwa__T10F04', 'Ovariabilis__MakobeIsland__396', 'Oniloticus__Malimbe__V79', 'Orukwaensis__LakeRukwa__24-2012', 'Oshiranus__LakeIlamba__142A', 'Okaromo__LakeNyamagoma__206', 'Orovumae__Rovuma__83-2013', 'Ourolepis__LakeLugongwe__T2J5', 'Osquamipinnis__LakeKingiri__94B', 'Goldenchambo__LakeIkapu__G7B3', 'Oshiranus__Metangula__RB10-A251', 'Oaureus1', 'Ohunteri__LakeChala__G2-K2G3', 'Okaromo__LakeNyamagoma__207', 'Osquamipinnis__LakeMalawi__D14-J06', 'Oleucostictus__Malimbe__V56', 'Ourolepis__Ifakara__T9J4', 'Ochungruruensis__LakeKiungululu__300', 'Oshiranus__LakeKingiri__373', 'Ospilurus1', 'Okorogwe__Nambawala__T3J4', 'Osquamipinnis__LakeMassoko__221A', 'Sgalilaeus__LakeAlbert__U2B2', 'Oesculentus__LakeRukwa__T10E03', 'Omalagarasi__Uvinza__131', 'Oshiranus__Salima__409A', 'Oplacidus__Mozambique__AC13-A128', 'Oshiranus__Lituhu__T8H7', 'Sgalilaeus__LakeAlbert__U1B1', 'Ojipe__NyumbayaMunga__P2G6', 'Mzebra2', 'Osquamipinnis__LakeMalawi__D14-J04', 'Ogirigan__LakeKumba__P1E1', 'Okarongae__MbambaBay__OR1A3', 'Oplacidus__Nambuti__73D', 'Oshiranus__LakeIlamba__152', 'Osquamipinnis__LakeKingiri__94A', 'Ovariabilis__MakobeIsland__395', 'Oamphimelas__LakeSulungali__T9F4', 'Oshiranus__Salima__411B', 'Oamphimelas__LakeManyara__P3H2', 'Orovumae__LakeChidya__141D', 'Oleucostictus__LakeAlbert__U7L7', 'Ourolepis__Kilombero__F3', 'Ourolepis__Ifakara__T9J7', 'Mzebra1', 'Oleucostictus__LakeAlbert__U3L3', 'Oplacidus__Mozambique__AC13-A158', 'Osquamipinnis__LakeIlamba__120B', 'Oplacidus__NamiungoRiver__122A', 'Omossambicus__SouthAfrica__RB09-059', 'Omtera__MteraDam__T9I4', 'Ourolepis__WamiRiver__14_1E1', 'Orovumae__LakeChidya__141A', 'Oamphimelas__LakeSulungali__T9F2', 'Otanganicae__Katanga__41', 'Ojipe__NyumbayaMunga__P2G3', 'Orukwaensis__LakeRukwa__T10D02', 'Otanganicae__Katanga__42', 'Ochungruruensis__LakeKiungululu__3D9', 'Agrahami__LakeMagadi__Ag2638', 'Ourolepis__Kilombero__F4', 'Omtera__MteraReservoir__14_1G1', 'Omacrochir__Angola__RB12-A050', 'Okorogwe__MlinganoDam__P4B1', 'Goldenchambo__LakeIkapu__G7B1', 'Omossambicus__Mozambique__C13', 'Oplacidus__NamiungoRiver__123B', 'Okorogwe__Nambawala__T3J6', 'Okorogwe__MlinganoDam__P4B2', 'Ohunteri__LakeChala__G1-K2G2', 'Ogirigan__LakeJipe__P3C5', 'Omalagarasi__Uvinza__130', 'Oniloticus__LakeAlbert__U3A3', 'Ourolepis__Mbuyunipool__T6A8', 'Ourolepis__ZanzibarSite4__Z1D7', 'Oniloticus__Malimbe__V77', 'Oshiranus__LakeKingiri__97A', 'Ourolepis__ZanzibarSite3__Z1B9', 'Oamphimelas__LakeManyara__P3H1', 'Oaureus2', 'Ourolepis__LakeLugongwe__T3D1', 'Oesculentus__Malimbe__V71', 'Oleucostictus__Malimbe__V46', 'Oesculentus__Malimbe__MG340', 'Omacrochir__Zambia__CFH11-078', 'Oniloticus__LakeAlbert__U1A1', 'Oplacidus__Nambuti__73C'}",180,180
IQ-Tree vs Weighted_ASTRAL,24,176,0.13636363636363635,"{'Agrahami__LakeMagadi__Ag2630', 'Oshiranuschilwae__MalawiBUaquarium__OR1A2', 'Oshiranus__Lituhu__T8H6', 'Oesculentus__LakeRukwa__T10F04', 'Ovariabilis__MakobeIsland__396', 'Oniloticus__Malimbe__V79', 'Orukwaensis__LakeRukwa__24-2012', 'Oshiranus__LakeIlamba__142A', 'Okaromo__LakeNyamagoma__206', 'Orovumae__Rovuma__83-2013', 'Ourolepis__LakeLugongwe__T2J5', 'Osquamipinnis__LakeKingiri__94B', 'Goldenchambo__LakeIkapu__G7B3', 'Oshiranus__Metangula__RB10-A251', 'Oaureus1', 'Ohunteri__LakeChala__G2-K2G3', 'Okaromo__LakeNyamagoma__207', 'Osquamipinnis__LakeMalawi__D14-J06', 'Oleucostictus__Malimbe__V56', 'Ourolepis__Ifakara__T9J4', 'Ochungruruensis__LakeKiungululu__300', 'Oshiranus__LakeKingiri__373', 'Ospilurus1', 'Okorogwe__Nambawala__T3J4', 'Osquamipinnis__LakeMassoko__221A', 'Sgalilaeus__LakeAlbert__U2B2', 'Oesculentus__LakeRukwa__T10E03', 'Omalagarasi__Uvinza__131', 'Oshiranus__Salima__409A', 'Oplacidus__Mozambique__AC13-A128', 'Sgalilaeus__LakeAlbert__U1B1', 'Ojipe__NyumbayaMunga__P2G6', 'Oshiranus__Lituhu__T8H7', 'Mzebra2', 'Osquamipinnis__LakeMalawi__D14-J04', 'Ogirigan__LakeKumba__P1E1', 'Okarongae__MbambaBay__OR1A3', 'Oplacidus__Nambuti__73D', 'Oshiranus__LakeIlamba__152', 'Osquamipinnis__LakeKingiri__94A', 'Ovariabilis__MakobeIsland__395', 'Oamphimelas__LakeSulungali__T9F4', 'Oshiranus__Salima__411B', 'Oamphimelas__LakeManyara__P3H2', 'Orovumae__LakeChidya__141D', 'Oleucostictus__LakeAlbert__U7L7', 'Ourolepis__Kilombero__F3', 'Ourolepis__Ifakara__T9J7', 'Mzebra1', 'Oleucostictus__LakeAlbert__U3L3', 'Oplacidus__Mozambique__AC13-A158', 'Osquamipinnis__LakeIlamba__120B', 'Oplacidus__NamiungoRiver__122A', 'Omossambicus__SouthAfrica__RB09-059', 'Omtera__MteraDam__T9I4', 'Ourolepis__WamiRiver__14_1E1', 'Orovumae__LakeChidya__141A', 'Oamphimelas__LakeSulungali__T9F2', 'Otanganicae__Katanga__41', 'Ojipe__NyumbayaMunga__P2G3', 'Orukwaensis__LakeRukwa__T10D02', 'Otanganicae__Katanga__42', 'Ochungruruensis__LakeKiungululu__3D9', 'Agrahami__LakeMagadi__Ag2638', 'Ourolepis__Kilombero__F4', 'Omtera__MteraReservoir__14_1G1', 'Omacrochir__Angola__RB12-A050', 'Okorogwe__MlinganoDam__P4B1', 'Goldenchambo__LakeIkapu__G7B1', 'Omossambicus__Mozambique__C13', 'Oplacidus__NamiungoRiver__123B', 'Okorogwe__Nambawala__T3J6', 'Okorogwe__MlinganoDam__P4B2', 'Ohunteri__LakeChala__G1-K2G2', 'Ogirigan__LakeJipe__P3C5', 'Omalagarasi__Uvinza__130', 'Oniloticus__LakeAlbert__U3A3', 'Ourolepis__Mbuyunipool__T6A8', 'Ourolepis__ZanzibarSite4__Z1D7', 'Oniloticus__Malimbe__V77', 'Oshiranus__LakeKingiri__97A', 'Ourolepis__ZanzibarSite3__Z1B9', 'Oamphimelas__LakeManyara__P3H1', 'Oaureus2', 'Ourolepis__LakeLugongwe__T3D1', 'Oesculentus__Malimbe__V71', 'Oleucostictus__Malimbe__V46', 'Oesculentus__Malimbe__MG340', 'Omacrochir__Zambia__CFH11-078', 'Oniloticus__LakeAlbert__U1A1', 'Oplacidus__Nambuti__73C'}",180,180
TreeQMC vs Weighted_ASTRAL,10,176,0.056818181818181816,"{'Agrahami__LakeMagadi__Ag2630', 'Oshiranuschilwae__MalawiBUaquarium__OR1A2', 'Oshiranus__Lituhu__T8H6', 'Oesculentus__LakeRukwa__T10F04', 'Ovariabilis__MakobeIsland__396', 'Oniloticus__Malimbe__V79', 'Orukwaensis__LakeRukwa__24-2012', 'Oshiranus__LakeIlamba__142A', 'Okaromo__LakeNyamagoma__206', 'Orovumae__Rovuma__83-2013', 'Ourolepis__LakeLugongwe__T2J5', 'Osquamipinnis__LakeKingiri__94B', 'Goldenchambo__LakeIkapu__G7B3', 'Oshiranus__Metangula__RB10-A251', 'Oaureus1', 'Ohunteri__LakeChala__G2-K2G3', 'Okaromo__LakeNyamagoma__207', 'Osquamipinnis__LakeMalawi__D14-J06', 'Oleucostictus__Malimbe__V56', 'Ourolepis__Ifakara__T9J4', 'Ochungruruensis__LakeKiungululu__300', 'Oshiranus__LakeKingiri__373', 'Ospilurus1', 'Okorogwe__Nambawala__T3J4', 'Osquamipinnis__LakeMassoko__221A', 'Sgalilaeus__LakeAlbert__U2B2', 'Oesculentus__LakeRukwa__T10E03', 'Omalagarasi__Uvinza__131', 'Oshiranus__Salima__409A', 'Oplacidus__Mozambique__AC13-A128', 'Sgalilaeus__LakeAlbert__U1B1', 'Ojipe__NyumbayaMunga__P2G6', 'Oshiranus__Lituhu__T8H7', 'Mzebra2', 'Osquamipinnis__LakeMalawi__D14-J04', 'Ogirigan__LakeKumba__P1E1', 'Okarongae__MbambaBay__OR1A3', 'Oplacidus__Nambuti__73D', 'Oshiranus__LakeIlamba__152', 'Osquamipinnis__LakeKingiri__94A', 'Ovariabilis__MakobeIsland__395', 'Oamphimelas__LakeSulungali__T9F4', 'Oshiranus__Salima__411B', 'Oamphimelas__LakeManyara__P3H2', 'Orovumae__LakeChidya__141D', 'Oleucostictus__LakeAlbert__U7L7', 'Ourolepis__Kilombero__F3', 'Ourolepis__Ifakara__T9J7', 'Mzebra1', 'Oleucostictus__LakeAlbert__U3L3', 'Oplacidus__Mozambique__AC13-A158', 'Osquamipinnis__LakeIlamba__120B', 'Oplacidus__NamiungoRiver__122A', 'Omossambicus__SouthAfrica__RB09-059', 'Omtera__MteraDam__T9I4', 'Ourolepis__WamiRiver__14_1E1', 'Orovumae__LakeChidya__141A', 'Oamphimelas__LakeSulungali__T9F2', 'Otanganicae__Katanga__41', 'Ojipe__NyumbayaMunga__P2G3', 'Orukwaensis__LakeRukwa__T10D02', 'Otanganicae__Katanga__42', 'Ochungruruensis__LakeKiungululu__3D9', 'Agrahami__LakeMagadi__Ag2638', 'Ourolepis__Kilombero__F4', 'Omtera__MteraReservoir__14_1G1', 'Omacrochir__Angola__RB12-A050', 'Okorogwe__MlinganoDam__P4B1', 'Goldenchambo__LakeIkapu__G7B1', 'Omossambicus__Mozambique__C13', 'Oplacidus__NamiungoRiver__123B', 'Okorogwe__Nambawala__T3J6', 'Okorogwe__MlinganoDam__P4B2', 'Ohunteri__LakeChala__G1-K2G2', 'Ogirigan__LakeJipe__P3C5', 'Omalagarasi__Uvinza__130', 'Oniloticus__LakeAlbert__U3A3', 'Ourolepis__Mbuyunipool__T6A8', 'Ourolepis__ZanzibarSite4__Z1D7', 'Oniloticus__Malimbe__V77', 'Oshiranus__LakeKingiri__97A', 'Ourolepis__ZanzibarSite3__Z1B9', 'Oamphimelas__LakeManyara__P3H1', 'Oaureus2', 'Ourolepis__LakeLugongwe__T3D1', 'Oesculentus__Malimbe__V71', 'Oleucostictus__Malimbe__V46', 'Oesculentus__Malimbe__MG340', 'Omacrochir__Zambia__CFH11-078', 'Oniloticus__LakeAlbert__U1A1', 'Oplacidus__Nambuti__73C'}",180,180
